date,trade_id,idx,event,current_pos,change,direction,score,shares,price_stock,price_spy,beta
2007-10-24 09:30:00,0,1406,opening,10000.0,0.0,1.0,2,450.65344749887333,22.19,151.21,0.8403856546558317
2007-10-24 16:00:00,0,1407,holding,9942.810217775097,-57.18978222490373,1.0,2,450.65344749887333,22.29,151.48,0.8403856546558317
2007-10-25 09:30:00,0,1408,holding,9896.453497950173,-103.5465020498274,1.0,2,450.65344749887333,22.33,151.65,0.8403277670087059
2007-10-25 16:00:00,0,1409,holding,9522.558376551073,-477.44162344892794,1.0,2,450.65344749887333,21.66,151.84,0.8403277670087059
2007-10-26 09:30:00,0,1410,holding,9092.062433026911,-907.9375669730891,1.0,2,450.65344749887333,21.73,153.06,0.8471842134360843
2007-10-26 16:00:00,0,1411,holding,8713.235949652748,-1286.7640503472526,1.0,2,450.65344749887333,21.36,153.62,0.8471842134360843
2007-10-29 09:30:00,0,1412,closing,8672.443001052789,-1327.556998947211,1.0,2,450.65344749887333,21.53,153.93,0.8479850609066947
2012-05-16 09:30:00,1,3704,opening,8672.443001052789,0.0,1.0,2,217.62717693984413,39.85,133.94,0.7778683613573919
2012-05-16 16:00:00,1,3705,holding,8749.35981883293,76.91681778014265,1.0,2,217.62717693984413,39.34,132.83,0.7778683613573919
2012-05-17 09:30:00,1,3706,holding,8759.515162353327,87.07216130053911,1.0,2,217.62717693984413,39.41,132.86,0.7779981581732633
2012-05-17 16:00:00,1,3707,holding,8904.397565902931,231.95456485014276,1.0,2,217.62717693984413,38.52,130.86,0.7779981581732633
2012-05-18 09:30:00,1,3708,holding,8850.706141732262,178.26314067947442,1.0,2,217.62717693984413,38.67,131.37,0.7784186816870634
2012-05-18 16:00:00,1,3709,holding,9130.9937169573,458.5507159045114,1.0,2,217.62717693984413,38.69,129.74,0.7784186816870634
2012-05-21 09:30:00,1,3710,closing,9044.659990456039,372.21698940325103,1.0,2,217.62717693984413,38.62,130.16,0.7782723206047827
2018-04-25 09:30:00,2,6692,opening,9044.659990456039,0.0,1.0,2,73.74366074566684,122.65,262.91,0.9667684630268701
2018-04-25 16:00:00,2,6693,holding,9110.581418240565,65.92142778452605,1.0,2,73.74366074566684,124.24,263.63,0.9667684630268701
2018-04-26 09:30:00,2,6694,holding,9043.367654150961,-1.292336305078515,1.0,2,73.74366074566684,124.45,264.79,0.9674731319632327
2018-04-26 16:00:00,2,6695,holding,8884.119098989715,-160.54089146632336,1.0,2,73.74366074566684,123.76,266.31,0.9674731319632327
2018-04-27 09:30:00,2,6696,holding,8834.926897555342,-209.73309290069685,1.0,2,73.74366074566684,123.76,267.0,0.9661570223581576
2018-04-27 16:00:00,2,6697,holding,8961.425159962359,-83.23483049367954,1.0,2,73.74366074566684,125.05,266.56,0.9661570223581576
2018-04-30 09:30:00,2,6698,closing,8907.832845035133,-136.8271454209061,1.0,2,73.74366074566684,125.0,267.26,0.9663755888832388
2019-10-23 09:30:00,3,7446,opening,8907.832845035133,0.0,1.0,2,46.883330763342805,190.0,298.73,0.9771295855465543
2019-10-23 16:00:00,3,7447,holding,8759.508097286414,-148.32474774871918,1.0,2,46.883330763342805,187.96,299.88,0.9771295855465543
2019-10-24 09:30:00,3,7448,holding,8758.737172497558,-149.09567253757402,1.0,2,46.883330763342805,188.95,300.91,0.9746898751141838
2019-10-24 16:00:00,3,7449,holding,8895.995154690809,-11.837690344323414,1.0,2,46.883330763342805,191.35,300.37,0.9746898751141838
2019-10-25 09:30:00,3,7450,holding,8951.579639647345,43.74679461221257,1.0,2,46.883330763342805,191.92,299.74,0.9737545607845086
2019-10-25 16:00:00,3,7451,holding,8853.24368045605,-54.589164579082635,1.0,2,46.883330763342805,191.64,301.6,0.9737545607845086
2019-10-28 09:30:00,3,7452,closing,8793.732153679097,-114.10069135603521,1.0,2,46.883330763342805,191.68,302.94,0.9726935614809608
2021-01-29 09:30:00,4,8084,opening,8793.732153679097,0.0,1.0,2,37.37083912149546,235.31,375.63,1.0561932729153771
2021-01-29 16:00:00,4,8085,holding,8837.173310008147,43.44115632905043,1.0,2,37.37083912149546,230.6,370.07,1.0561932729153771
2021-02-01 09:30:00,4,8086,holding,8728.23337335821,-65.49878032088627,1.0,2,37.37083912149546,231.54,373.72,1.0566735324496908
2021-02-01 16:00:00,4,8087,holding,8672.511766241996,-121.22038743710033,1.0,2,37.37083912149546,232.7,376.23,1.0566735324496908
2021-02-02 09:30:00,4,8088,holding,8556.580659412986,-237.15149426611129,1.0,2,37.37083912149546,233.21,379.65,1.0570374441408457
2021-02-02 16:00:00,4,8089,holding,8617.615938936908,-176.11621474218964,1.0,2,37.37083912149546,236.85,381.55,1.0570374441408457
2021-02-03 09:30:00,4,8090,closing,8705.436961940468,-88.29519173862975,1.0,2,37.37083912149546,240.14,382.44,1.0584241834210169
