date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2025-01-08,581.04,581.2,572.67,580.02,580.02,1461033,1461033,-1.02,-0.17555,578.7325,"January 08, 25",-0.0017555
2025-01-07,587.11,588.28,568.4,580.12,580.12,2021921,2021921,-6.99,-1.19,580.9775,"January 07, 25",-0.0119
2025-01-06,584.98,593.65,579.82,583.39,583.39,2257017,2257017,-1.59,-0.2718,585.46,"January 06, 25",-0.002718
2025-01-03,581.0,582.14,571.73,580.13,580.13,1422989,1422989,-0.87,-0.14974,578.75,"January 03, 25",-0.0014974
2025-01-02,579.31,584.31,569.74,574.97,574.97,2219170,2219170,-4.34,-0.74917,577.0825,"January 02, 25",-0.0074917
2024-12-31,575.07,576.92,570.4,572.62,572.62,1055809,1055809,-2.45,-0.42604,573.7525,"December 31, 24",-0.0042604
2024-12-30,567.27,576.02,565.1,573.55,573.55,1265900,1265900,6.28,1.11,570.485,"December 30, 24",0.0111
2024-12-27,577.0,581.96,571.35,576.18,576.18,1486184,1486184,-0.82,-0.14211,576.6225,"December 27, 24",-0.0014211
2024-12-26,578.15,582.59,577.5,581.23,581.23,1092220,1092220,3.08,0.53273,579.8675,"December 26, 24",0.0053273
2024-12-24,574.2,582.79,571.36,582.79,582.79,913403,913403,8.59,1.5,577.785,"December 24, 24",0.015
2024-12-23,565.0,571.64,561.8,570.78,570.78,1519949,1519949,5.78,1.02,567.305,"December 23, 24",0.0102
2024-12-20,554.94,572.9,553.38,566.1,566.1,4515921,4515921,11.16,2.01,561.83,"December 20, 24",0.0201
2024-12-19,561.44,567.0,553.6,553.99,553.99,2755784,2755784,-7.45,-1.33,559.0075,"December 19, 24",-0.0133
2024-12-18,577.49,579.47,544.49,550.25,550.25,3271600,3271600,-27.24,-4.72,562.925,"December 18, 24",-0.0472
2024-12-17,580.84,581.61,572.29,574.68,574.68,2314490,2314490,-6.16,-1.06,577.355,"December 17, 24",-0.0106
2024-12-16,588.0,588.27,578.7,586.33,586.33,1713320,1713320,-1.67,-0.28401,585.325,"December 16, 24",-0.0028401
2024-12-13,594.0,595.0,585.08,585.48,585.48,1215371,1215371,-8.52,-1.43,589.89,"December 13, 24",-0.0143
2024-12-12,592.59,596.32,588.61,591.61,591.61,1218538,1218538,-0.98,-0.16538,592.2825,"December 12, 24",-0.0016538
2024-12-11,590.12,593.71,586.9,592.56,592.56,2195314,2195314,2.44,0.41348,590.8225,"December 11, 24",0.0041348
2024-12-10,590.0,596.27,583.76,585.03,585.03,2600805,2600805,-4.97,-0.84237,588.765,"December 10, 24",-0.0084237
2024-12-09,598.99,603.0,593.72,594.12,594.12,1633266,1633266,-4.87,-0.81304,597.4575,"December 09, 24",-0.0081304
2024-12-06,597.16,600.0,594.37,599.68,599.68,1405700,1405700,2.52,0.422,597.8025,"December 06, 24",0.00422
2024-12-05,600.53,606.56,596.35,596.8,596.8,1672800,1672800,-3.73,-0.62112,600.06,"December 05, 24",-0.0062112
2024-12-04,603.0,604.28,596.76,598.71,598.71,1617529,1617529,-4.29,-0.71144,600.6875,"December 04, 24",-0.0071144
2024-12-03,608.96,611.42,600.8,602.08,602.08,1718100,1718100,-6.88,-1.13,605.815,"December 03, 24",-0.0113
2024-12-02,608.0,611.91,601.3,601.71,601.71,1804365,1804365,-6.29,-1.03,605.73,"December 02, 24",-0.0103
2024-11-29,609.31,612.73,607.06,608.57,605.57,1170200,1170200,-0.74,-0.12145,609.4175,"November 29, 24",-0.0012145
2024-11-27,607.68,612.25,603.28,605.43,602.45,1424558,1424558,-2.25,-0.37026,607.16,"November 27, 24",-0.0037026
2024-11-26,600.13,607.19,593.0,605.5,602.52,2846937,2846937,5.37,0.89481,601.455,"November 26, 24",0.0089481
2024-11-25,608.79,611.3,598.83,603.03,600.06,2940800,2940800,-5.76,-0.94614,605.4875,"November 25, 24",-0.0094614
2024-11-22,596.22,603.94,594.44,602.78,599.81,1733996,1733996,6.56,1.1,599.345,"November 22, 24",0.011
2024-11-21,586.51,600.7,584.51,596.11,593.17,2282297,2282297,9.6,1.64,591.9575,"November 21, 24",0.0164
2024-11-20,583.83,587.8,576.62,581.93,579.06,1528869,1528869,-1.9,-0.32544,582.545,"November 20, 24",-0.0032544
2024-11-19,579.66,584.76,575.51,581.38,578.51,2217724,2217724,1.72,0.29673,580.3275,"November 19, 24",0.0029673
2024-11-18,594.71,595.07,584.72,587.99,585.09,1857601,1857601,-6.72,-1.13,590.6225,"November 18, 24",-0.0113
2024-11-15,593.36,595.14,587.09,593.54,590.61,2007812,2007812,0.18,0.03033572,592.2825,"November 15, 24",0.0003033572
2024-11-14,600.0,601.53,586.24,588.61,585.71,1670500,1670500,-11.39,-1.9,594.095,"November 14, 24",-0.019
2024-11-13,594.63,603.55,592.65,594.22,591.29,1763195,1763195,-0.41,-0.06895044,596.2625,"November 13, 24",-0.0006895044
