sharp,wins,n_trades,win_ratio,total_ret,vol,start_pos,end_pos,earned,symbol,model,period,trade_signal,sizing
4.960983665800198,28.0,46.0,0.6086956521739131,4.329304488869156,0.04098993228235089,10000.0,10442.438603434322,442.43860343432243,MMM,openai/gpt-4o,1,aggresive,absolute
4.685567844119914,28.0,46.0,0.6086956521739131,36.415935284968185,0.3590970741092231,10000.0,14393.035530073903,4393.035530073903,MMM,openai/gpt-4o,1,aggresive,relative
9.724270393301646,4.0,5.0,0.8,0.4497407733990144,0.021755441902330308,10000.0,10045.075362504833,45.07536250483281,MMM,openai/gpt-4o,1,conservative,absolute
9.48472033396054,4.0,5.0,0.8,3.9978805302817424,0.2024267139428243,10000.0,10407.887147569772,407.8871475697724,MMM,openai/gpt-4o,1,conservative,relative
1.5183893074120534,27.0,46.0,0.5869565217391305,2.0556322908389038,0.019368731619420917,10000.0,10207.6905930636,207.69059306360032,MMM,openai/gpt-4o,3,aggresive,absolute
1.63626068937287,27.0,46.0,0.5869565217391305,20.376938176819067,0.17036007341428364,10000.0,12260.153793520747,2260.153793520747,MMM,openai/gpt-4o,3,aggresive,relative
10.113391889114435,4.0,5.0,0.8,0.5740229525180455,0.010245079230284906,10000.0,10057.567362116235,57.56736211623502,MMM,openai/gpt-4o,3,conservative,absolute
5.676683957275268,4.0,5.0,0.8,2.9506175013365437,0.12720761989587037,10000.0,10299.457953813077,299.45795381307653,MMM,openai/gpt-4o,3,conservative,relative
0.6571700995626911,25.0,46.0,0.5434782608695652,0.633600647198639,0.010623983884230285,10000.0,10063.56121421369,63.56121421369062,MMM,openai/gpt-4o,5,aggresive,absolute
0.8559857416143893,25.0,46.0,0.5434782608695652,7.95262809139173,0.09628640441974022,10000.0,10827.740154462053,827.7401544620534,MMM,openai/gpt-4o,5,aggresive,relative
10.64175689893772,4.0,5.0,0.8,0.6464937420586375,0.005678065357902207,10000.0,10064.85880235517,64.85880235516925,MMM,openai/gpt-4o,5,conservative,absolute
3.022244696190858,4.0,5.0,0.8,2.902149757786431,0.0821047569874166,10000.0,10294.467248483797,294.46724848379745,MMM,openai/gpt-4o,5,conservative,relative
2.69082705070862,39.0,68.0,0.5735294117647058,3.4019329066792974,0.042881969053358594,10000.0,10346.046044763527,346.0460447635269,MMM,openai/o1-mini,1,aggresive,absolute
2.661760759944964,39.0,68.0,0.5735294117647058,29.39426688079089,0.38718747842916557,10000.0,13417.06979801335,3417.06979801335,MMM,openai/o1-mini,1,aggresive,relative
5.174804784195154,3.0,5.0,0.6,0.3158859200887634,0.02785495716199983,10000.0,10031.638536541534,31.63853654153354,MMM,openai/o1-mini,1,conservative,absolute
2.3314363961590674,3.0,5.0,0.6,1.2310846804588702,0.17524464198297027,10000.0,10123.869372042662,123.86937204266178,MMM,openai/o1-mini,1,conservative,relative
2.586693105629955,39.0,68.0,0.5735294117647058,4.497672804004858,0.019829925959587533,10000.0,10460.03517073507,460.0351707350692,MMM,openai/o1-mini,3,aggresive,absolute
2.6641450910283058,39.0,68.0,0.5735294117647058,38.754900339885886,0.169147116055822,10000.0,14733.6515175022,4733.6515175022,MMM,openai/o1-mini,3,aggresive,relative
4.546176991949351,3.0,5.0,0.6,0.11671914750965148,0.0036924017529126846,10000.0,10011.678729081614,11.67872908161371,MMM,openai/o1-mini,3,conservative,absolute
10.033143753309329,3.0,5.0,0.6,2.3417017216814164,0.03544425107551811,10000.0,10236.93348298712,236.93348298712044,MMM,openai/o1-mini,3,conservative,relative
2.329677159002676,40.0,68.0,0.5882352941176471,3.6999552366345534,0.010489011811642735,10000.0,10376.925563319419,376.92556331941887,MMM,openai/o1-mini,5,aggresive,absolute
1.9434915383938722,40.0,68.0,0.5882352941176471,28.12267533449011,0.09223171221746285,10000.0,13247.539622724578,3247.5396227245783,MMM,openai/o1-mini,5,aggresive,relative
2.382926183479099,2.0,5.0,0.4,0.0630633079218927,0.0027880807506673187,10000.0,10006.308319700662,6.308319700661741,MMM,openai/o1-mini,5,conservative,absolute
6.265437896105993,2.0,5.0,0.4,1.8724375578742019,0.02860165035569101,10000.0,10189.00775974809,189.0077597480904,MMM,openai/o1-mini,5,conservative,relative
5.4043969655059545,42.0,63.0,0.6666666666666666,6.556470014545831,0.04142863546659139,10000.0,10677.618194236942,677.6181942369421,MMM,perplexity/llama-3.1-sonar-large-128k-online,1,aggresive,absolute
4.499182394383341,42.0,63.0,0.6666666666666666,54.50314079915179,0.38569277606947955,10000.0,17246.6254971252,7246.625497125198,MMM,perplexity/llama-3.1-sonar-large-128k-online,1,aggresive,relative
4.584449171170185,4.0,6.0,0.6666666666666666,0.35853686335060336,0.025309115458600193,10000.0,10035.918037560888,35.91803756088848,MMM,perplexity/llama-3.1-sonar-large-128k-online,1,conservative,absolute
2.445134655408317,4.0,6.0,0.6666666666666666,1.7212398067680392,0.15146224705037747,10000.0,10173.613849710848,173.61384971084772,MMM,perplexity/llama-3.1-sonar-large-128k-online,1,conservative,relative
4.537669266770249,41.0,63.0,0.6507936507936508,7.132642501439361,0.018881650087709277,10000.0,10739.31726838494,739.3172683849407,MMM,perplexity/llama-3.1-sonar-large-128k-online,3,aggresive,absolute
3.844136064781496,41.0,63.0,0.6507936507936508,57.56041986159449,0.16814935132198766,10000.0,17782.045911601443,7782.045911601443,MMM,perplexity/llama-3.1-sonar-large-128k-online,3,aggresive,relative
3.031992145472404,4.0,6.0,0.6666666666666666,0.07891991938801318,0.003344500470546008,10000.0,10007.895106935037,7.8951069350368925,MMM,perplexity/llama-3.1-sonar-large-128k-online,3,conservative,absolute
7.6427651368848775,4.0,6.0,0.6666666666666666,1.6340003735924609,0.026656559393929826,10000.0,10164.74231695499,164.7423169549893,MMM,perplexity/llama-3.1-sonar-large-128k-online,3,conservative,relative
4.02309220060635,38.0,63.0,0.6031746031746031,5.657689903564212,0.010245471560879075,10000.0,10582.079868451672,582.0798684516722,MMM,perplexity/llama-3.1-sonar-large-128k-online,5,aggresive,absolute
